product_name,main_category_fr,additives_n,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
"Colin d'Alaska, sauce beurre citron et risotto aux petits légumes, surgelés",Surgelés,3.0,b,485.0,4.7,3.1,1.5,0.9,6.4,0.66,2.0
Galette des Rois aux Pommes,Pâtisseries,0.0,d,1314.0,16.8,10.3,16.1,2.1,3.8,0.635,16.0
Flan patissier surgelé,Surgelés,3.0,d,900.0,8.8,6.0,21.4,0.5,3.7,0.254,12.0
2 tartelettes citron meringuées,Tartes,3.0,d,1365.0,13.3,8.9,27.7,1.5,5.3,0.12,16.0
Tarte aux abricots,Tartes,4.0,c,881.0,6.3,4.4,17.8,2.0,1.9,0.22,6.0
Pizza aux 4 fromages,Surgelés,2.0,d,1074.0,10.1,5.3,5.0,2.6,10.7,1.17,11.0
"Mini cake bleu, miel, romarin",Cake-sale,2.0,d,1359.0,21.2,5.9,4.6,1.5,10.3,1.95,16.0
"Bagel saumon fumé, fromage frais, ciboulette - surgelé",Surgelés,2.0,c,1261.0,14.8,4.4,2.7,2.6,10.2,1.1176,8.0
2 Roulés à l'emmental,Surgelés,1.0,d,1222.0,15.8,9.6,4.3,1.5,9.6,0.97,14.0
2 Cassolettes aux noix de Saint-Jacques,Surgelés,0.0,c,398.0,6.4,4.2,2.1,0.3,5.6,0.76,5.0
pizza chorizo fromage italien stracchino tomate - Les pizzas créatives,Surgelés,3.0,c,1010.0,11.7,6.3,4.0,2.5,9.8,1.09,10.0
Pizza Margherita &quot;Antica Tradizione&quot;,Surgelés,1.0,c,930.0,7.7,5.8,2.5,2.8,9.8,1.16,9.0
"Les Pizzas Créatives (Légumes grillés, chèvre, chutney d'olives noires)",Surgelés,6.0,b,909.0,8.1,2.7,6.0,3.1,7.2,0.97,1.0
"2 Coquilles aux noix de Saint-Jacques* et saumon (Fondue de poireaux, sauce citronnée), Surgelées",Surgelés,0.0,c,572.0,8.9,5.7,1.6,0.6,10.7,0.67,3.0
12 Tartines apéritives,Surgelés,6.0,c,1007.0,13.5,7.2,7.5,3.8,8.3,1.0668,10.0
12 Mini-bagels - surgelés 185 g,Surgelés,6.0,d,1068.0,10.0,6.2,8.5,2.1,8.7,1.1938,13.0
Cake aux 2 saumons surgelé,Surgelés,3.0,c,1126.0,16.9,3.7,2.1,2.5,10.9,1.75,10.0
2 galettes au sarrasin tomates mozzarella basilic,Surgelés,2.0,c,781.0,10.0,6.1,3.5,2.3,7.5,0.8128,8.0
Pizza chèvre miel noix,Surgelés,2.0,c,1128.0,12.8,6.3,2.6,2.4,11.8,0.94996,10.0
"Pizza Capricciosa (Jambon, Mozzarella), Surgelée",Surgelés,2.0,a,891.0,7.2,2.9,2.9,2.7,11.3,0.75,-1.0
Pizza 4 Formaggi Italiani,Surgelés,1.0,d,1115.0,11.2,7.3,4.8,1.7,12.8,1.39,15.0
"Tourte canard, cèpes, bloc de foie gras de canard - surgelée 450 g",Tartes,4.0,d,1181.0,18.7,11.2,1.7,1.2,10.7,0.8509,15.0
Sorbet Abricot ,Glaces et sorbets,2.0,c,471.0,0.8,0.8,24.2,1.8,0.5,0.02,4.0
La vanille de Madagascar - Pure Sélection,Glaces,0.0,d,789.0,9.7,6.2,19.5,1.0,4.9,1.27,16.0
Le caramel au beurre salé - Pure Sélection,Glaces,0.0,e,964.0,13.7,8.2,20.1,1.0,4.4,2.032,21.0
Le Chocolat - Pure Sélection,Glaces,0.0,d,930.0,10.4,6.6,24.1,3.6,0.4,1.016,12.0
Le Café - Pure Sélection,Glaces,0.0,d,914.0,12.0,7.9,20.4,1.0,5.2,0.14,12.0
Sorbet framboise,Glaces et sorbets,0.0,c,360.0,0.2,0.1,19.8,0.5,0.6,0.03,5.0
La mangue-passion - Pure Sélection,Glaces et sorbets,0.0,c,432.0,0.2,0.1,23.2,1.0,0.4,0.04,5.0
Pure Sélection Sorbet Le Cassis,Glaces et sorbets,0.0,c,503.0,0.4,0.1,26.0,1.0,0.3,0.01,5.0
Buche glacée,Glaces,0.0,c,422.0,1.9,1.3,15.2,0.8,0.7,0.0762,4.0
Sorbet Poire sauce Chocolat Picard,Glaces,4.0,b,395.0,1.6,1.0,16.6,1.9,0.8,0.0508,2.0
Crème glacée Yaourt sauce framboise,Glaces,5.0,c,516.0,4.9,3.4,16.0,2.0,3.0,0.1016,4.0
Igloos glacés Vanille-Chocolat,Glaces,4.0,d,873.0,11.8,8.0,19.9,2.0,3.3,0.100076,11.0
Les glaces façon Panna Cotta sauce caramel à l'italienne,Glaces,3.0,d,859.0,8.6,5.8,28.3,0.2,2.5,0.16,13.0
Vanilla Choco Cookie Dough - Super Creamy Tour,Glaces,7.0,d,1072.0,13.6,9.3,27.0,1.5,4.3,0.2,15.0
Crème glacée Yaourt Sauce Miel & éclats d'amande caramélisée Picard,Glaces,2.0,d,799.0,8.6,5.6,18.9,0.6,3.5,0.11,11.0
il gelato stracciatella Picard,Glaces,4.0,d,851.0,8.5,7.3,26.1,0.5,3.1,0.2,14.0
Glace à la noix de Sorrente,Glaces,1.0,b,992.0,11.4,3.1,19.7,5.2,5.61,0.13,1.0
Tuiles Salées ,Chips et frites,3.0,c,2086.0,27.0,2.2,4.4,4.3,4.0,1.21,8.0
A l'heure de - Chips sel et poivre,Chips et frites,0.0,c,2008.0,24.1,2.6,1.8,5.6,5.9,1.7018,9.0
Croûtons de campagne,Pains,2.0,d,1714.0,8.9,0.8,24.0,5.0,10.4,1.9558,13.0
À l'heure de Chips Salées,Chips et frites,0.0,c,2096.0,27.5,3.3,0.3,6.7,6.8,0.92,8.0
Nems au Porc,Plats préparés,0.0,c,1163.0,18.5,4.1,1.7,2.4,7.7,1.07,8.0
"Gnocchis au chèvre et aux épinards sauce tomate, Surgelés",Surgelés,0.0,c,635.0,4.9,3.0,5.8,1.7,5.4,1.08,3.0
Poêlée de ravioles poulet champignons,Plats à base de viande,1.0,b,540.0,5.3,2.8,2.1,0.8,9.1,0.78,0.0
"Saumon en croûte d'amande, risotto, fondue de poireaux et champignons",Plat-prepare-au-saumon,0.0,b,528.0,5.3,3.3,1.6,1.2,7.0,0.61,1.0
Poulet façon fajitas et riz aux épices,Plats à base de viande,2.0,b,457.0,2.9,0.8,2.5,1.3,6.3,0.75946,0.0
"Cabillaud Légumes Glacés, Boulghour et Quinoa, Sauce au Citron Confit ",Surgelés,0.0,b,485.0,4.6,1.6,3.9,1.9,6.2,0.72,0.0
"Aiguillettes de poulet, légumes d'automne",Plats préparés,0.0,a,393.0,3.0,0.5,7.9,2.9,5.9,0.83,-3.0
"Retour du Marché Poulet rôti à la sauge, tagliatelles au cantal et courge butternut grillée",Plats à base de viande,1.0,a,396.0,1.9,0.8,2.2,1.6,8.5,0.63,-4.0
"Lasagnes aux légumes grillés et à la mozzarella, Surgelées ",Surgelés,0.0,b,453.0,5.5,2.8,3.3,1.8,5.0,0.46,0.0
Soupe Kiew Wan Gai,Soupes,0.0,c,565.0,8.2,7.1,3.5,1.1,5.0,0.8,10.0
"Boulettes Lentilles Corail, Nouilles de Riz aux Légumes Sauce Cacahuète",Surgelés,1.0,a,569.0,4.7,0.7,2.2,5.4,8.1,0.47,-7.0
Riz à la thaïlandaise ,Surgelés,0.0,a,553.0,5.4,1.1,2.3,6.5,7.1,0.83,-4.0
"Galettes de céréales, pâtes aux oeufs, sauce féta basilic",Surgelés,0.0,a,586.0,4.7,2.7,1.4,6.8,7.4,0.72,-3.0
6 spanakopitas,Plats préparés,1.0,c,1019.0,11.5,3.6,1.7,2.5,7.4,1.22936,8.0
"Soupe de courge, poulet et lait de coco ",Soupes,0.0,c,382.0,5.7,3.9,2.9,1.2,3.6,0.77,4.0
"Au Menu Poulet, Légumes, Petites Pâtes, Mozzarella - Surgelé",Plats à base de viande,2.0,a,435.0,3.8,1.2,2.4,1.6,7.3,0.55,-3.0
"Saumon au lait de coco et cumin, pomme de terre et patate douce, légumes verts, surgelés",Surgelés,1.0,a,352.0,3.4,1.6,2.9,2.1,6.8,0.3302,-3.0
Spaghetti cacio e pepe,Surgelés,0.0,c,764.0,7.3,4.4,1.7,0.8,7.9,0.8,4.0
Risotto à la truffe blanche d'été,Surgelés,1.0,c,676.0,6.9,3.2,0.01,0.6,3.0,0.40894,5.0
Gnocchis au pesto et tomates marinées,Surgelés,3.0,b,667.0,6.4,2.1,4.1,2.4,4.6,0.73,1.0
Poulet sauce teriyaki et riz au sésame,Plats à base de viande,0.0,b,498.0,1.8,0.4,2.3,0.6,5.9,0.62992,0.0
Boulettes de boeuf sauce barbecue et potatoes ,Plats à base de viande,3.0,a,620.0,6.5,1.8,3.9,2.3,5.4,0.63,-2.0
Poulet et mini-farfalles sauce aux 3 fromages,Plats à base de viande,1.0,b,637.0,6.1,3.7,2.2,1.2,8.4,0.71,1.0
"Pâtes, poulet et légumes à la provençale",Surgelés,0.0,a,523.0,5.0,0.8,1.9,1.8,7.0,0.64,-3.0
"Risotto aux Saint-Jacques, petits légumes, sauce citronnée",Surgelés,1.0,c,483.0,4.7,3.1,0.6,1.0,4.9,0.71,3.0
"Pâtes aux 2 saumons, légumes, sauce au fromage ail et fines herbes, surgelées",Surgelés,0.0,c,591.0,6.7,4.3,4.5,0.5,7.3,0.59944,3.0
Lasagnes saumon poireaux ,Surgelés,1.0,b,559.0,6.6,4.1,2.5,1.8,6.7,0.84,2.0
"Riz, crevettes à l'indienne",Surgelés,1.0,a,398.0,2.7,1.2,2.4,1.7,4.6,0.381,-1.0
Pâtes au poulet et légumes du soleil,Plats à base de viande,2.0,a,533.0,4.6,0.8,3.4,2.1,7.1,0.35,-4.0
Petit Salé aux lentilles vertes du Puy,Plats à base de viande,4.0,a,657.0,8.7,3.4,1.6,4.5,11.0,0.8,-3.0
"12 Empanadas, Surgelés",Surgelés,3.0,b,1170.0,12.3,2.3,2.1,2.8,7.7,1.13,2.0
Recette du Vietnam Soupe Pho,Plats à base de viande,2.0,b,276.0,1.4,0.3,1.4,0.8,3.3,0.79,0.0
Choucroute de la mer,Surgelés,1.0,a,241.0,2.2,0.9,0.6,1.8,5.3,0.89,-2.0
"Merlu sauce au cidre et pommes de terre grenaille, Surgelés",Surgelés,0.0,a,389.0,3.5,2.3,1.5,1.7,6.3,0.490000000000001,-1.0
"Colin pané, écrasée de pomme de terre et sauce tomate",Surgelés,1.0,a,492.0,5.0,1.0,3.6,1.5,5.9,0.63,-2.0
Tartiflette au reblochon de Savoie AOP,Plats à base de viande,4.0,c,673.0,9.6,4.7,1.2,1.6,5.2,0.62,3.0
Pintade sauce aux morilles,Plats à base de viande,0.0,c,584.0,7.9,5.2,1.4,0.7,14.8,0.65,3.0
Parmentier de canard au bloc de foie gras de canard,Plats à base de viande,1.0,b,629.0,9.2,4.0,1.4,1.1,6.7,0.74,2.0
8 jirou pao au poulet,Plats à base de viande,3.0,b,622.0,3.1,0.6,4.9,1.6,6.3,1.06,1.0
"Gratin de saumon, patate douce, pomme de terre et crème citronnée ",Plats préparés,0.0,b,461.0,5.7,3.1,3.7,1.7,6.3,0.75,2.0
Gratin de pomme de terre et patate douce,Surgelés,2.0,b,543.0,7.6,5.0,1.9,1.9,4.0,0.29,2.0
Fondants de pomme de terre au foie gras,Surgelés,7.0,c,785.0,11.5,6.1,5.4,1.9,3.1,0.762,10.0
Curry de lentilles corail et légumes Picard,Surgelés,1.0,a,360.0,2.9,1.9,1.9,3.3,5.0,0.53086,-3.0
Crumble de courge butternut aux épices douces,Surgelés,0.0,c,560.0,10.2,4.2,5.6,2.5,2.0,0.5207,4.0
Polenta au Parmigiano Reggiano surgelée,Surgelés,0.0,c,490.0,4.9,3.4,3.0,0.9,4.5,0.6096,3.0
Nouilles légumes sauce soja Picard,Surgelés,1.0,c,534.0,5.0,2.1,2.2,1.4,3.2,0.56,3.0
Galettes de céréales à la provençale ,Surgelés,1.0,a,521.0,2.2,0.3,1.6,2.8,4.1,0.75,-1.0
Gratin de légumes du soleil,Plats préparés,1.0,b,381.0,6.2,1.2,3.8,2.2,2.1,0.46,0.0
"Gratin de légumes verts, céréales, sauce au mascarpone, surgelé",Surgelés,2.0,a,583.0,7.5,3.6,3.4,2.7,5.0,0.43,-1.0
2 Cordons bleus de poulet et comté AOP,Produits panés,1.0,c,878.0,10.2,3.3,0.5,0.8,19.0,1.17,4.0
Pizza margherita,Surgelés,1.0,b,946.0,8.6,5.2,4.4,2.5,10.1,0.79,2.0
Pizza Boeuf Merguez Sauce salsa,Surgelés,2.0,b,880.0,7.3,3.8,3.5,2.4,11.0,1.2,2.0
2 Lingots aux noix de Saint-Jacques* - surgelés,Surgelés,6.0,c,785.0,12.5,6.8,2.8,2.1,8.3,1.02108,10.0
Calzones tomate mozzarella,Plats préparés,0.0,c,941.0,5.6,3.5,2.1,2.2,9.5,1.55,8.0
2 Duos de Saint-Jacques et petits légumes,Surgelés,2.0,c,758.0,14.9,6.2,2.8,1.2,5.9,0.81,10.0
Mozzarelline panate,Surgelés,1.0,c,943.0,7.2,5.0,0.5,1.9,11.6,1.37,9.0
"Cheeseburger Viande charolaise, cheddar, sauce barbecue surgelés",Sandwichs,3.0,d,1028.0,10.5,5.6,8.0,1.8,11.6,1.01,11.0
8 mini hot-dogs,Surgelés,5.0,c,968.0,10.8,5.7,4.1,1.5,13.5,1.33,10.0
Pizzas Créatives : Cèpe Parmigiano Reggiano,Surgelés,0.0,b,922.0,7.9,2.6,4.0,2.7,9.1,1.21,1.0
Mac & Cheese au Jambon ,Surgelés,6.0,c,757.0,9.1,6.3,1.7,1.0,8.1,0.66,4.0
Parmentier au poulet rôti,Surgelés,2.0,b,410.0,3.4,1.6,2.9,1.2,5.4,0.7,1.0
Bâtonnets panés à la mozzarella,Produits panés,4.0,c,1230.0,14.0,4.8,1.6,0.9,11.0,0.93,10.0
9 mini burgers au foie gras de canard,Sandwichs,4.0,d,1210.0,18.0,8.1,3.8,0.9,11.0,0.92,14.0
Cornichons (Très Fins),Pickles,1.0,a,63.0,0.3,0.0,0.7,2.0,1.1,1.5,-1.0
"Couscous, Grain Moyen",Aliments et boissons à base de végétaux,0.0,a,1526.0,2.0,0.3,2.0,3.0,12.0,0.0,-5.0
Couscous grain moyen 500 g,Aliments et boissons à base de végétaux,0.0,a,1526.0,2.0,0.3,2.0,3.0,12.0,0.0254,-5.0
"Pain grillé, grandes tranches généreuses",Pains,1.0,c,1613.0,3.0,0.5,5.5,5.0,10.0,1.5,6.0
Carottes Bio ,Légumes frais,0.0,a,135.0,0.3,0.04,6.2,2.0,0.8,0.1016,-6.0
Lait de montagne écrémé,Laits,0.0,b,138.0,0.05,0.02,4.8,0.0,3.2,0.127,0.0
Petits pois doux,Petits-pois,0.0,a,353.0,0.5,0.1,2.5,7.6,6.6,0.1,-13.0
Steacks hachés Pur Boeuf,Surgelés,0.0,a,523.0,5.0,2.2,0.0,0.0,20.0,0.254,-1.0
Crème fraîche légère et épaisse 15% 50 cl Carrefour,Crèmes,4.0,d,701.0,15.0,9.7,3.8,0.2,2.8,0.1016,11.0
Yaourt nature Brassé,Yaourts entiers,0.0,b,300.0,3.4,2.1,4.5,0.0,4.0,0.11,0.0
Lait de montagne demi-écrémé Carrefour,Laits,0.0,b,193.0,1.55,1.0,4.8,0.0,3.2,0.127,0.0
Œufs datés du jour de ponte (x 12) calibre Moyen,Produits d'élevages,0.0,a,593.0,9.9,2.6,0.8,0.0,12.6,0.254,-1.0
Pain de mie nature extra moelleux,Pains,6.0,b,1157.0,3.7,0.5,5.3,2.6,7.9,1.2192,2.0
"Fromage blanc (3,2 % MG)",Fromages blancs,0.0,a,302.0,3.2,2.1,3.3,0.0,7.5,0.1524,-2.0
Crêpes Jambon/Fromage,Surgelés,5.0,b,617.0,5.4,1.0,3.7,0.9,5.9,0.98,1.0
Lait de Montagne Entier,Laits,0.0,b,269.0,3.6,2.2,4.8,0.0,3.2,0.1,2.0
6 Oeufs Frais Bio,Produits labellisés,0.0,a,593.0,9.9,2.6,0.8,0.0,12.6,0.3302,-1.0
Crème glacée à la menthe avec des copeaux de chocolat noir en inclusions ,Glaces,5.0,d,883.0,10.0,6.8,23.0,0.8,2.1,0.1,12.0
"Salade prête à consommer, Salade Composée (5 portions)",Légumes frais,0.0,a,72.0,0.2,0.0,0.8,1.7,1.2,0.1,-7.0
Laitue,Légumes frais,0.0,a,75.0,0.1,0.1,1.5,1.3,0.9,0.0254,-6.0
"Salade prête à consommer, Mélange Gourmand (4 portions)",Légumes frais,0.0,a,79.0,0.2,0.0,0.1,1.5,1.5,0.13,-7.0
Sorbet Poire fraîcheur Carrefour,Glaces,4.0,c,332.0,0.06,0.01,15.5,0.3,0.3,0.0254,3.0
Lardons Nature,Lardons,2.0,e,1039.0,20.0,7.6,0.6,0.0,17.0,2.159,19.0
Pains au lait (x 10),Pains,5.0,d,1470.0,11.0,3.7,13.0,1.8,7.7,1.1684,12.0
Poêlée mérodionale,Surgelés,0.0,a,252.0,4.5,0.5,2.6,4.5,1.6,0.3048,-4.0
"Galettes au Sarrasin (Jambon Emmental), Surgelé (x 2)",Plats à base de viande,1.0,b,187.0,9.5,6.2,3.3,1.5,9.9,0.85,2.0
Spaghetti aux œufs frais,Pâtes alimentaires,0.0,a,1130.0,2.2,0.5,2.1,2.9,10.0,0.74,-3.0
Crème caramel Lit de caramel,Desserts,2.0,b,560.0,3.3,2.0,18.0,1.0,4.3,0.15,2.0
Gâteau de Riz - Sur lit de caramel (x 4),Desserts,2.0,c,638.0,3.5,2.5,16.5,0.0,3.9,0.1016,4.0
"Brocoli en Fleurettes, Surgelé",Légumes frais,0.0,a,171.0,0.5,0.1,1.4,3.3,2.0,0.1,-10.0
Pâté en croûte cocktail,Pates-en-croute,7.0,d,1142.0,14.0,7.1,1.2,1.5,11.0,1.6,14.0
Jambon de Paris Cuit à l'étouffée,Jambons de Paris,2.0,c,466.0,3.0,0.96,1.9,0.0,19.0,2.0066,4.0
Jambon de Paris - Cuit à l'étouffée,Jambons de Paris,2.0,c,466.0,3.0,0.96,1.9,0.0,19.0,2.0066,4.0
Maïs doux Lot de 3 1/2,Conserves,0.0,a,505.0,1.57,0.286,3.29,2.79,3.07,0.544,-6.0
Châtaignes Carrefour,Fruits à coques,0.0,a,661.0,1.5,0.4,6.7,6.6,2.5,0.0,-9.0
Filets de maquereaux (marinés au Muscadet et aux 5 aromates),Poissons en conserve,2.0,c,599.0,10.9,3.5,0.2,0.5,11.1,1.016,3.0
Eau de source de Montagne,Eaux,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0006858,0.0
Riz parfumé basmati,Riz,0.0,a,1503.0,0.9,0.1,0.2,1.7,9.3,0.0,-3.0
Cassoulet Toulousain,Plats à base de viande,0.0,a,582.0,6.6,2.6,0.5,3.6,10.0,0.76,-4.0
Cornichons à croquer (Extra-Fins),Pickles,1.0,a,63.0,0.3,0.0,0.7,2.0,1.1,1.5,-1.0
Boulgour Bio ,Aliments et boissons à base de végétaux,0.0,a,1450.0,1.7,0.6,0.8,7.2,11.0,0.0,-6.0
"Multifruit, Nectar à base de concentrés",Nectars de fruits,6.0,e,175.0,0.1,0.0,9.8,0.0,0.1,0.03,11.0
36 Biscottes au Germe de Blé,Pains,1.0,a,1657.0,5.0,0.5,3.0,5.5,12.0,1.143,-2.0
"Boisson au soja, Nature",Laits,0.0,a,155.0,2.1,0.4,0.5,0.5,3.8,0.1,-2.0
Farine de blé Type 65 Bio,Farines de blé,0.0,a,1511.0,1.1,0.0,1.2,3.1,11.0,0.0,-5.0
Paella au poulet,Plats à base de viande,3.0,a,613.0,3.9,0.9,0.5,1.5,7.1,0.75,-2.0
Couscous Grain fin,Aliments et boissons à base de végétaux,0.0,a,1526.0,2.0,0.3,2.0,3.0,12.0,0.029972,-5.0
Pulpe de tomates Fraîches,Conserves,0.0,a,138.0,0.3,0.09,4.8,2.5,1.5,0.5,-5.0
Vinaigre de vin Bio Carrefour,Vinaigres,0.0,b,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinaigre de cidre Bio Carrefour,Vinaigres,0.0,b,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Céréale infantile instantanée vanille ,Aliments pour bébé,0.0,b,1622.0,1.3,0.4,24.0,3.0,10.3,0.01016,0.0
Pétales salés,Chips et frites,0.0,d,2029.0,23.0,2.1,0.5,4.0,2.5,2.4,13.0
Couscous semi-complet - grains moyens bio,Aliments et boissons à base de végétaux,0.0,a,1465.0,1.5,0.5,3.0,4.0,11.0,0.0254,-6.0
Torsades semi-complètes Bio,Pâtes alimentaires,0.0,a,1568.0,2.0,0.2,1.5,4.0,11.0,0.0,-6.0
Spaghetti semi-complets Bio,Pâtes alimentaires,0.0,a,1471.0,1.8,0.5,2.5,5.5,11.0,0.0,-6.0
"Dessert au soja, Saveur chocolat ",Desserts au chocolat,1.0,b,440.0,2.0,0.5,13.0,1.3,3.5,0.18,0.0
"Dessert au soja, Caramel",Desserts,1.0,b,427.0,1.8,0.3,11.0,0.2,3.1,0.15,2.0
"Dessert au soja, Saveur vanille ",Desserts,1.0,b,410.0,1.8,0.3,9.5,0.4,3.0,0.15,2.0
Petit salé traditionnel aux lentilles - Cuisiné à la graisse de canard,Conserves,1.0,a,591.0,6.5,2.37,0.6,2.8,10.7,0.9398,-1.0
Petit salé traditionnel aux lentilles,Conserves,1.0,a,591.0,6.5,2.4,0.6,2.8,11.0,0.85,-2.0
Spécialité de pommes abricots,Desserts,1.0,a,306.0,0.5,0.5,10.7,1.9,0.5,0.0,-5.0
Ratatouille à la Provençale,Plats préparés,0.0,b,269.0,4.4,1.1,3.6,2.7,1.4,1.0,2.0
"Ravioli, Sauce Bolognaise",Plats à base de viande,1.0,b,442.0,3.5,1.5,2.0,1.0,5.2,1.0,2.0
Ketchup Hot,Epicerie,2.0,d,457.0,0.1,0.0,21.4,1.2,1.2,2.4384,14.0
Sauce basquaise,Epicerie,1.0,b,271.0,2.1,0.1,7.2,2.5,1.1,0.762,1.0
Coeurs de palmier tendres Carrefour,Aliments et boissons à base de végétaux,1.0,a,132.0,0.0,0.0,1.6,2.2,2.5,0.6,-7.0
Pointes d'asperges blanches tendres Carrefour,Légumes tiges,1.0,a,74.0,0.2,0.0,0.0,2.0,1.0,1.1684,-2.0
Asperges blanches grosses Carrefour,Légumes tiges,1.0,a,101.0,0.0,0.0,0.0,2.0,1.0,1.2,-2.0
Maïs poivrons (Croquant),Conserves,0.0,a,417.0,1.08,0.231,2.69,4.31,2.92,0.254,-9.0
Tartines au Foment,Pains,0.0,b,1656.0,4.3,0.5,6.6,3.1,11.0,1.3,1.0
Choucroute garnie - Cuisinée au vin blanc,Conserves,5.0,b,313.0,5.2,2.0,0.7,2.3,4.1,1.397,2.0
Carrefour Bio Jus d'Orange,Jus d'orange,0.0,c,176.0,0.0,0.0,9.8,0.2,0.6,0.0254,3.0
compote pomme allégée en sucres ,Desserts,1.0,a,298.0,0.5,0.2,14.0,1.3,0.0,0.0,-3.0
Quinoa de Bolivie,Aliments et boissons à base de végétaux,0.0,a,1517.0,4.5,1.0,0.0,3.0,13.0,0.0508,-5.0
Pulpe de tomates pelées en dés au jus,Conserves,1.0,a,100.0,0.0,0.0,2.9,1.2,1.4,0.01,-6.0
Brocolis origine France,Conserves,1.0,a,96.0,0.5,0.1,0.8,2.5,2.3,0.63,-7.0
Pâtes d' Alsace ,Pâtes alimentaires,0.0,a,1537.0,4.6,1.2,3.0,3.0,15.0,0.1,-4.0
Torsales Fusilli,Pâtes alimentaires,0.0,a,1537.0,4.6,1.2,3.0,3.0,15.0,0.1,-4.0
"Pâtes d'Alsace 7 œufs frais, Macaroni",Produits labellisés,0.0,a,1537.0,4.6,1.2,3.0,3.0,15.0,0.1,-4.0
"Spaghetti, Pâtes d'Alsace 7 œufs frais",Produits labellisés,0.0,a,1537.0,4.6,1.2,3.0,3.0,15.0,0.1,-4.0
Petits pains grillés aux céréales biologiques,Pains,1.0,a,1707.0,9.0,1.0,3.5,6.0,12.0,1.1,-1.0
"Orange, 100 % Pur Fruit Pressé",Jus d'orange 100% pur jus,0.0,c,194.0,0.2,0.0,10.2,0.1,0.7,0.03,4.0
Grains de blé précuits,Aliments et boissons à base de végétaux,0.0,a,1452.0,1.5,0.3,1.7,6.9,0.0,0.0,-1.0
Biscottes très pauvres en sel,Produits à teneur réduite en sel,1.0,a,1662.0,3.3,0.5,7.0,4.8,12.0,0.03,-5.0
Biscottes multicéréales,Pains,1.0,c,1706.0,7.2,0.9,5.6,6.7,12.0,1.6,7.0
"Muesli croustillant céréales, chocolat et quinoa",Petit-déjeuners,0.0,c,1794.0,12.0,5.8,15.0,6.9,9.2,0.08,8.0
"Jambon de Paris, Cuit à l'étouffée (4 Tranches)",Jambons de Paris,3.0,c,466.0,3.0,0.96,1.9,0.0,19.0,2.0066,4.0
Poêlée gourmande - Riz cantonais,Plats à base de viande,4.0,b,529.0,4.5,0.7,0.9,1.3,3.7,1.0,2.0
Pizza cuite sur pierre Royale,Plats préparés,4.0,c,836.0,6.8,2.8,3.8,2.8,7.8,1.5,3.0
Carottes en rondelles - surgelé,Surgelés,0.0,a,123.0,0.1,0.0,4.5,2.8,0.8,0.1524,-8.0
Lait de Montagne Demi-écrémé,Laits,0.0,b,193.0,1.55,1.0,4.8,0.0,3.2,0.13,0.0
Brioche tranchée Pur Beurre (18 tranches) 500 g,Petit-déjeuners,5.0,d,1480.0,11.3,6.9,12.2,2.0,7.3,0.87122,13.0
Œufs de poules Elevées en Plein Air (Calibre Gros),Produits d'élevages,0.0,a,593.0,9.9,2.6,0.8,0.0,12.6,0.299999999999999,-1.0
Œufs,Produits d'élevages,0.0,a,593.0,9.9,2.6,0.8,0.0,12.6,0.3302,-1.0
Haricots verts Très fins Bio surgelés,Surgelés,0.0,a,151.0,0.2,0.1,2.7,1.9,2.4,0.0,-8.0
Brocolis en fleurette surgelés Bio,Légumes frais,0.0,a,160.0,0.9,0.2,1.5,2.6,4.4,0.0,-10.0
Lait de Montagne Entier ,Laits,0.0,b,269.0,3.6,2.2,4.8,0.0,3.2,0.11,2.0
"Céleri rémoulade, Pointe de crème",Plats préparés,3.0,b,350.0,6.8,1.1,1.9,2.5,1.5,0.92,1.0
Celeri sauce rémoulade,Plats préparés,5.0,b,350.0,6.8,1.1,1.9,2.5,1.0,0.92,1.0
Madeleine coquilles aux œufs frais,Gâteaux,3.0,d,1895.0,21.0,2.0,29.0,1.8,5.9,0.78,13.0
Spécial sandwich Nature (x 14 Grandes tranches),Pains,3.0,b,1205.0,4.0,0.59,8.5,2.5,8.0,1.1176,1.0
100% pur jus d'orange d'Espagne,Jus d'orange 100% pur jus,0.0,c,197.0,0.0,0.0,8.8,0.0,0.6,0.0,3.0
Mezcla de setas congeladas,Surgelés,0.0,a,142.0,0.4,0.1,0.6,2.1,2.5,0.1,-3.0
Filets de Colin,Poissons,0.0,a,343.0,1.0,0.5,0.0,0.0,18.0,0.508,-2.0
Linguine et poulet,Plats à base de viande,2.0,a,534.0,3.7,1.8,1.7,1.4,10.0,0.66,-2.0
Pavé de Saumon et Tagliatelles,Plats préparés,2.0,b,659.0,9.2,5.2,0.9,1.1,10.0,0.67,2.0
Oignons jaunes Bio Carrefour,Légumes frais,0.0,a,140.0,0.0,0.0,5.7,1.8,1.4,0.0,-6.0
Moussaka au boeuf et à l'agneau,Plats à base de viande,3.0,c,661.0,11.9,4.5,4.0,2.3,6.3,1.143,3.0
Quiche Lorraine Surgelée,Surgelés,3.0,b,950.0,11.0,3.9,3.5,2.5,9.4,0.98,1.0
Mousse liégeoise à la crème fraîche,Desserts au chocolat,6.0,d,778.0,9.7,6.4,19.0,1.4,3.8,0.15,11.0
