product_name,main_category_fr,additives_n,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Belvita Golden Oat,Biscuits,5.0,c,1920.0,16.0,1.0,22.0,6.0,8.0,1.12,8.0
Ritz Crackers,Snacks salés,3.0,e,2090.0,28.1,6.25,6.25,0.0,6.25,1.67,20.0
Fresh Stacks Original,Snacks salés,3.0,e,2090.0,28.1,6.25,6.25,0.0,6.25,1.67,20.0
Belvita Breakfast Chocolate,Breakfast-biscuits,4.0,c,1920.0,16.0,3.0,22.0,8.0,8.0,0.914,9.0
stoned wheat thins,Snacks salés,3.0,c,1790.0,10.7,0.0,0.0,7.14,7.14,1.63,7.0
British Plums,Fruits,0.0,a,176.0,0.5,0.1,8.8,1.6,0.6,0.01,-6.0
Lean Boiled Ham,Jambons,7.0,d,458.0,3.12,0.781,0.0,0.0,18.8,2.34,11.0
Fréjol negro,Conserves,0.0,a,548.0,0.0,0.0,0.0,0.0,9.0,0.654,-2.0
Gandules verdes en conserva,Conserves,0.0,a,419.0,0.0,0.0,2.0,0.0,3.0,0.731,-2.0
Bologna made with Chicken & Pork,Volailles,7.0,e,1200.0,25.0,8.93,0.0,0.0,10.7,2.27,20.0
Unwaxed lemons,Fruits,0.0,a,83.0,0.3,0.0,3.2,0.0,1.0,0.0,-5.0
Shallots,Légumes frais,0.0,a,97.0,0.5,0.1,3.1,1.4,1.5,0.03,-6.0
Italian Arborio Risotto Rice,Riz,0.0,a,1460.0,1.0,0.2,0.2,1.9,7.0,0.0,-2.0
Blueberry Juice Drink,Boissons,0.0,e,204.0,0.1,0.1,11.3,0.1,0.2,0.100076,15.0
Thick 'n' Chunky Salsa,Salsa,1.0,c,165.0,0.5,0.0,5.2,2.4,1.3,1.1938,3.0
Chunky Salsa Dip,Salsa-dip,2.0,c,169.0,0.5,0.0,3.9,1.2,1.4,1.2,4.0
6 scones aux raisins de Smyrne,Gâteaux,5.0,d,1472.0,10.9,6.8,20.5,1.8,6.7,1.35,17.0
Angel hair,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
2 Mediterranean Seabass Fillets,Seabass,0.0,b,723.0,11.4,2.6,0.1,0.5,17.1,0.2794,0.0
100% pure orange juice with calcium & vitamin D,Jus d'orange,2.0,d,192.0,0.0,0.0,9.17,0.0,0.833,0.476,6.0
6 Lincolnshire Sausages,Plats à base de viande,3.0,d,1024.0,19.7,7.0,1.0,0.7,14.1,1.1,13.0
Lemonade,Sodas,0.0,e,174.0,0.0,0.0,12.1,0.0,0.0,0.0159,15.0
Melton Mowbray Pork Pie,Pork-pie,4.0,d,1602.0,26.1,9.3,1.8,1.3,11.2,1.09982,16.0
Solid Pack Pumpkin,Aliments-d-origine-vegetale,0.0,a,209.0,0.5,0.0,4.0,3.0,2.0,0.0254,-5.0
Orangina,Sodas,0.0,e,192.0,0.0,0.0,10.4,0.0,0.0,0.0265,14.0
Campbell Tomato Soup,Soupes,4.0,c,314.0,0.0,0.0,10.0,0.833,1.67,1.02,4.0
Cream of mushroom soup,Soupes,1.0,c,348.0,5.0,0.833,0.833,1.67,0.833,1.84,7.0
Original 100% Vegetable Juice,Boissons,2.0,b,86.2,0.0,0.0,2.65,0.882,0.588,0.687,-3.0
V8 original,Boissons,2.0,b,20.8,0.0,0.0,2.92,0.833,0.833,0.688,-5.0
Cream of Mushroom,Soupes,5.0,c,209.0,2.08,0.417,0.0,0.833,0.833,1.59,5.0
Fusion Light,Boissons,4.0,b,87.1,0.0,0.0,4.17,0.0,0.0,0.122,-4.0
Homestyle Alfredo Sauce,Epicerie,6.0,d,558.0,11.7,5.83,1.67,0.0,1.67,1.65,13.0
Tavern Style Pot Roast Slow Cooker Sauce,Epicerie,1.0,d,348.0,4.17,2.5,5.0,0.0,1.67,2.46,14.0
Creamy Cheddar Cheese Sauce,Produits à tartiner salés,4.0,c,488.0,10.0,5.0,1.67,0.0,1.67,1.57,10.0
Italian Macaroni,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Channa Masala,Plats préparés,1.0,a,619.0,6.0,2.0,2.9,4.3,6.0,0.81788,-3.0
Broccoli Florets,Légumes frais,0.0,a,153.0,0.9,0.1,1.4,3.0,3.3,0.03,-11.0
Organic Lowfat Yogurt Strawberry,Yaourts,2.0,b,345.0,1.47,0.882,11.8,0.0,4.12,0.112,1.0
British Thick Cut Unsmoked Back Bacon,Viandes,3.0,d,915.0,16.4,5.8,0.1,0.0,17.4,2.10058,16.0
Beurre d'amandes / allons butter,Amandes-grillees-broyees-a-sec,0.0,a,418.0,8.0,0.5,1.0,2.0,3.0,0.0,-2.0
Fat Free Organic French Vanilla Yogurt,Yaourts,1.0,b,313.0,0.0,0.0,14.5,0.0,3.96,0.157,1.0
4 all butter muffins,Muffins,1.0,b,1069.0,3.1,1.5,6.0,2.6,11.0,0.850000000000001,0.0
Cinnamon raisin bagels,Cinnamon-raisin-bagels,4.0,a,1080.0,1.18,0.0,7.06,3.53,10.6,0.807,-3.0
Pure Peach & Grape Juice,Jus de fruits,0.0,c,232.0,0.1,0.1,11.8,0.9,0.5,0.100076,5.0
Organic Roasted Red Pepper & Tomato Soup,Soupes,1.0,c,192.0,0.833,0.625,5.0,0.417,2.08,0.762,3.0
Gluten free pumpkin pancake mix,Pancakes-and-waffles,4.0,b,544.0,0.5,0.0,7.0,1.0,2.0,0.635,2.0
Whole Unpeeled Straw Mushrooms,Conserves,0.0,a,60.9,0.0,0.0,0.0,1.82,1.82,0.533,-1.0
Reduced Fat Creamy Caesar Dressing,Epicerie,3.0,d,1243.0,28.2,2.7,5.8,0.5,1.1,1.45,12.0
Ball Park Lean Beef Franks,Viandes,5.0,d,670.0,10.0,4.0,0.0,0.0,12.0,2.08,13.0
Original Enriched Parboiled Long Grain Rice,Riz,0.0,a,1510.0,0.0,0.0,0.0,0.0,8.51,0.0,-1.0
Organic Reduced Fat Milk,Laits,0.0,b,227.0,2.08,1.25,5.42,0.0,4.17,0.138,0.0
Confit de dinde,Confit-de-dinde,0.0,b,293.0,5.0,1.5,0.0,0.0,6.0,0.6096,0.0
Organic Ketchup,Tomato-ketchup,0.0,d,368.0,0.0,0.0,11.76,0.0,0.0,2.24028,12.0
Galettes de Pommes de terre Classiques,Surgelés,0.0,b,837.0,11.7,0.833,0.0,1.67,1.67,0.889,2.0
Creamy Strawberry,Yaourts,1.0,b,377.0,1.5,1.0,13.0,0.0,3.0,0.1143,2.0
Creamy Peach,Yaourts,1.0,b,377.0,1.5,1.0,12.0,0.0,3.0,0.1397,2.0
Source 0% MG Vanille,Yaourts,5.0,a,146.0,0.0,0.0,4.0,0.0,4.0,0.127,-2.0
Blueberry Raspberry oat bran muffins,Pains,1.0,a,937.0,5.97,0.0,11.9,5.97,5.97,0.644,-2.0
Organic Tomato & Roasted Red Pepper Soup,Soupes,1.0,b,174.0,0.833,0.625,4.17,0.417,2.08,0.794,2.0
6 large grade AA eggs,Produits d'élevages,0.0,a,586.0,10.0,3.0,0.0,0.0,12.0,0.356,-1.0
Carrots,Légumes frais,0.0,a,188.0,0.3,0.1,7.6,2.5,0.6,0.1,-7.0
Envirokidz Choco Chimps,Petit-déjeuners,0.0,c,1530.0,3.33,1.0,30.0,6.67,6.67,0.762,8.0
Fèves au lard à l'ancienne,Aliments et boissons à base de végétaux,0.0,c,636.0,2.8,0.8,11.2,0.004,5.6,0.955,4.0
Cocktail de Fruits et de légumes,Breuvage,0.0,b,218.0,0.0,0.0,10.0,0.4,0.12,0.0508,2.0
Hobnobs,Cookies,1.0,d,1950.0,20.0,8.33,26.7,6.67,6.67,0.847,16.0
Whole Wheat Crackers,Snacks salés,2.0,d,1970.0,20.6,8.82,17.6,5.88,5.88,1.57,17.0
Instant Noodles Shrimp,Pates,2.0,d,795.0,7.0,0.0,2.0,0.0,4.0,2.159,11.0
Champignons de Paris émincés épais,Conserves,2.0,b,79.0,0.4,0.0,0.0,2.1,2.2,0.7,0.0
Muffins anglais Nature,Pains,6.0,a,1030.0,1.75,0.526,3.51,1.75,8.77,0.579,-2.0
Pâte faite de tomate: fines herbes et épices (faible teneur en sodium),Epicerie,1.0,a,280.0,0.0,0.0,10.0,3.33,3.33,0.169,-4.0
Sélection Barres tendres granola sucrées et salées aux arachides,Snacks sucrés,5.0,d,2030.0,20.0,7.14,28.6,2.86,8.57,0.907,18.0
100% parmesan,Fromages,2.0,a,251.0,2.5,1.5,0.0,1.0,7.0,0.508,-2.0
Peas assorted sizes,Aliments et boissons à base de végétaux,0.0,a,0.0,0.4,0.16,2.4,5.6,4.0,0.264,-6.0
Soupe poulet et gombos,Soupes,5.0,c,201.0,0.4,0.16,0.8,0.8,2.4,1.38,4.0
Life Smart Mieux-être,Aliments et boissons à base de végétaux,1.0,a,335.0,0.4,0.08,0.4,4.4,4.8,0.0,-7.0
Organic White Quinoa,White-quinoa,0.0,a,1590.0,5.95,0.0,7.14,7.14,14.3,0.0,-5.0
Whole tomatoes with herbs &  spices,Aliments et boissons à base de végétaux,2.0,a,84.0,0.0,0.0,2.4,0.8,0.8,0.386,-5.0
Crema Bel Paese,it:Formaggio-fuso,0.0,e,908.0,17.0,11.7,3.3,0.0,12.0,2.1336,21.0
Vegetarian Chicken Breast,Aliments et boissons à base de végétaux,4.0,a,608.0,5.13,0.427,0.0,1.71,20.5,0.999,-2.0
Croustilles Classique,Croustilles-chips,0.0,d,2340.0,36.0,4.0,0.0,2.0,6.0,1.68,14.0
(Barcode Clash) Houmous with extra virgin olive oil et Yaourt,Produits à tartiner salés,0.0,c,1385.0,29.4,3.3,0.6,5.2,6.1,1.13,6.0
Oeufs - Poules en liberté,Produits d'élevages,0.0,a,553.0,9.43,2.83,0.0,0.0,11.3,0.312,-1.0
Sweetened Soy Drink,Laits,2.0,b,209.0,1.88,0.417,5.42,0.0,2.92,0.0635,0.0
Black Soy Drink,Laits,4.0,b,231.0,1.58,0.394,7.5,0.394,2.37,0.0952,0.0
Gluten free flour,Farines,0.0,b,1460.0,0.9,0.2,0.1,1.3,4.7,0.254,2.0
Chick Peas,Conserves,0.0,a,368.0,1.6,0.2,0.4,2.8,4.0,0.234,-3.0
Orange Juice,Jus d'orange,0.0,b,209.0,0.0,0.0,0.833,0.0,0.417,0.0,-2.0
Pizzelle Anise,Cookies,1.0,d,1950.0,20.0,1.67,26.7,0.0,10.0,0.212,11.0
Organic Lentil Vegetable Soup,Soupes,0.0,a,273.0,1.63,0.204,2.04,3.27,2.86,0.705,-2.0
Rôti de bœuf au jus,Plats à base de viande,1.0,b,502.0,5.0,2.0,2.0,0.0,18.0,0.94,1.0
Spinach and Ricotta Cannelloni,Pâtes alimentaires,3.0,b,432.0,4.3,2.2,3.3,2.2,4.8,0.6,0.0
Fortified Almond Beverage,Boissons,4.0,b,58.4,1.2,0.0,0.0,0.4,0.4,0.107,0.0
Natur-a Soya Chocolat,Laits,4.0,b,268.0,2.4,0.4,7.6,0.4,2.8,0.142,0.0
Organic Fortified Soy Beverage - Chocolate,Boissons,4.0,b,268.0,2.4,0.4,7.6,0.4,2.8,0.142,0.0
Biscuits au chocolat Si gros Si bob ,Biscuits-aux-brisures-de-chocolat,2.0,c,544.0,7.0,4.0,9.0,1.0,1.0,0.2286,4.0
Corn Flakes,Aliments et boissons à base de végétaux,1.0,d,1590.0,0.0,0.0,10.3,0.0,6.9,1.66,13.0
Moisson Santé ,Epicerie,0.0,c,268.0,2.8,0.4,4.8,1.6,1.6,1.16,4.0
Buttermilk,Laits,0.0,a,167.0,1.0,0.6,4.0,0.0,3.2,0.193,-1.0
Sour Cream,Crèmes,5.0,c,0.0,15.0,8.33,3.33,0.0,3.33,0.169,6.0
Marks & Spencer   Chicken Saag Masala,Chicken-breast-curry-with-tomato-spinach-sauce,0.0,a,475.0,5.2,1.0,2.6,2.6,12.3,0.6604,-5.0
Mélange du randonneur,Snacks sucrés,4.0,c,1670.0,11.4,1.43,20.0,5.71,8.57,0.472,6.0
"Yogourt biologique certifié,  sans gras (0%)",Yaourts,2.0,a,287.0,0.114,0.0571,12.0,0.0,5.71,0.116,-1.0
Style de vie Peek Freans chocolat noir rehaussé de cerises,Biscuits,3.0,d,1880.0,17.2,3.45,24.1,6.9,6.9,0.744,11.0
Poulet au parmesan,Volailles,2.0,c,921.0,11.3,2.67,3.33,0.667,11.3,1.24,4.0
Pressed Berry Medley,Boissons,1.0,e,184.0,0.1,0.1,9.0,0.8,0.7,0.03,12.0
Pressed British Apple & Pear Juice,Apple-and-pear-juices,1.0,b,195.0,0.1,0.1,10.4,0.7,0.2,0.0100076,2.0
Large british breaded ham,Breaded-ham,6.0,d,467.0,2.7,1.0,0.9,0.5,20.1,2.48,11.0
mandarin orange chicken,Volailles,2.0,b,956.0,11.4,2.5,4.29,0.714,15.0,0.599,0.0
Poutine Gravy,Epicerie,2.0,c,140.0,1.67,0.0,0.0,0.0,0.833,1.78,7.0
BelVita Petit-déjeuner Avoine aux bananes et chocolat tendres,Biscuits,5.0,c,1590.0,12.0,4.0,20.0,8.0,6.0,0.864,9.0
Chapelure de Graham Crumbs,Pains,2.0,d,1970.0,11.8,2.94,23.5,5.88,5.88,1.72,14.0
Tomato & Mascarpone Pasta Sauce,Epicerie,1.0,c,400.0,7.2,2.0,4.8,2.0,2.0,0.95,4.0
Oasis - Jus de pomme 100% pur,Jus de fruits à base de concentré,1.0,c,184.0,0.0,0.0,9.6,0.0,0.0,0.0152,4.0
Oasis classic,Jus d'orange,0.0,c,181.0,0.0,0.0,10.0,0.0,0.333,0.0212,4.0
Del Monte Orange Juice 1.6L,Boissons,0.0,e,230.0,0.0,0.0,8.0,0.0,0.5,0.0,12.0
Oatmeal Cookies,Cookies,7.0,c,1880.0,20.0,5.0,0.0,5.0,5.0,0.635,6.0
Chaussons aux pommes,Pâtisseries,5.0,d,1460.0,21.7,8.7,12.0,1.09,4.35,0.469,15.0
St-Méthode Sans Gluten Free,Pains,4.0,b,1100.0,7.89,0.877,3.51,5.26,5.26,1.16,0.0
Tortellini aux fines herbes farcis au fromage,Pâtes alimentaires,5.0,a,1230.0,7.06,1.76,1.18,2.35,9.41,0.747,-1.0
Camomile & Spiced apple tea,Infusions,0.0,b,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lemon & Ginger tea,Infusions,0.0,b,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Twinings fresh thé vert menthe,Thés verts,0.0,b,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Matzos Unsalted,Matzos,0.0,a,1494.0,0.0,0.0,0.0,3.6,10.71,0.0,-6.0
Smokey Cajun chicken Jambalaya,Plats à base de viande,3.0,a,410.0,1.4,0.2,2.3,2.0,6.7,0.4,-4.0
Fradiavolo Sauce,Epicerie,0.0,b,259.0,3.54,0.0,3.54,0.9,1.77,0.94488,2.0
Classic marinara,Epicerie,0.0,b,259.0,3.54,0.885,4.42,0.885,1.77,0.854,1.0
Yoplait original strawberry,Yaourts,5.0,c,418.0,0.882,0.588,15.3,0.0,2.94,0.127,3.0
Yoplait Light Harvest Peach,Yaourts,6.0,b,222.0,0.0,0.0,5.88,0.0,2.94,0.12,0.0
Greek Blended Coconut low fat yogurt,Yaourts,1.0,a,419.0,0.667,0.333,12.7,0.0,7.33,0.0931,-1.0
Peanut Butter Puffins,Petit-déjeuners,1.0,d,1530.0,6.67,1.67,20.0,6.67,10.0,1.95,12.0
Skinless Boneless Smoked Sardine Fillets,Sardines en conserve,0.0,b,836.0,14.5,1.82,0.0,0.0,20.0,1.06,2.0
Chocolate 1% Milk,Laits,1.0,b,283.0,1.06,0.636,10.2,0.0,3.39,0.226,0.0
Chocolate Low Fat Milk,Laits,2.0,a,262.0,1.04,0.625,0.0,0.0,4.58,0.265,-1.0
Low Fat Chocolate Milk,Laits,2.0,a,262.0,1.04,0.625,1.25,0.0,4.58,0.265,-1.0
Reduced 2% fat milk,Laits,0.0,b,227.0,2.08,1.25,5.42,0.0,4.17,0.148,0.0
Cream on Top Forest Berry Organic Yogurt ,Yaourts,1.0,c,418.0,3.53,2.06,14.1,0.588,2.94,0.112,5.0
Low Fat Milk 1% Milkfat Vitamin A & D,Laits,0.0,a,55.1,1.06,0.636,6.36,0.0,4.24,0.172,-1.0
Milk Vitamin D,Laits,0.0,b,283.0,3.39,2.12,5.08,0.0,3.39,0.135,1.0
Fat Free Milk Vitamin A & D,Laits,0.0,a,160.0,0.0,0.0,5.51,0.0,3.81,0.14,-1.0
Cherry Juice Drink,Juice-drinks,0.0,b,194.0,0.1,0.1,10.4,0.1,0.2,0.100076,2.0
Smoked Salmon and Broccoli Quiche,Plats préparés,0.0,c,890.0,13.2,5.7,2.1,1.3,6.9,0.48,4.0
Ziti,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,1.79,3.57,12.5,0.0,-6.0
Jumbo shells,Pâtes alimentaires,2.0,a,1570.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Torrone,Bonbons,1.0,c,770.0,9.0,2.0,21.0,2.0,3.0,0.03302,4.0
English muffins original,Pâtisseries,4.0,d,1030.0,2.63,0.877,3.51,1.75,8.77,2.41,11.0
Tootsie Roll,Bonbons,1.0,c,586.0,3.0,0.5,20.0,0.0,0.0,0.0254,5.0
Hot Cream Horseradish,Cream-horseradish,3.0,c,837.0,10.0,0.0,0.0,0.0,0.0,1.016,6.0
Zesty Deli Horseradish Sauce,Horseradish-sauce,4.0,e,1941.0,42.86,7.14,7.14,0.0,0.0,1.72466,20.0
Yogurt Dressing Blue Cheese,Blue-cheese-yogurt-dressing,4.0,d,1046.0,25.0,5.36,3.57,0.0,3.57,1.72466,15.0
5 Cheese Original Pizza,Surgelés,3.0,c,1050.0,11.4,5.0,2.86,1.43,12.1,1.03,9.0
Lowfat Vanilla Yogurt,Yaourts,0.0,b,369.0,1.32,0.881,14.1,0.0,4.41,0.168,2.0
Penne Rigate,Pâtes alimentaires,2.0,a,1550.0,1.76,0.0,3.53,3.53,12.3,0.0,-6.0
Skim Milk,Laits,0.0,a,192.0,0.0,0.0,6.67,0.0,4.58,0.18,-1.0
Leche,Laits,0.0,b,259.0,3.33,2.08,4.58,0.0,3.33,0.127,1.0
Cilantro salsa mild,Salsa,0.0,c,70.0,0.0,0.0,3.33,0.0,0.0,1.69,7.0
French Bread,Surgelés,5.0,d,1410.0,17.6,6.4,0.8,1.6,11.2,1.34,13.0
Singles Deep Dish,Surgelés,7.0,d,1050.0,10.1,5.66,10.1,1.26,9.43,1.31,14.0
Pizzas individuelles,Plats préparés,6.0,d,1240.0,17.1,7.62,6.67,0.952,11.4,1.72,17.0
Tabouleh Wheat Salad Mix,Aliments et boissons à base de végétaux,0.0,a,502.0,3.0,0.5,2.0,5.0,4.0,0.686,-4.0
Full on flavour - Four cheese & red onion,Aperitif,3.0,c,2145.0,28.9,2.3,2.8,6.0,5.9,1.524,9.0
Olive Bruschetta,Bruschetta,2.0,b,335.0,9.0,1.0,0.0,1.0,0.0,0.508,1.0
Fruit Spread Strawberry,Confitures,1.0,a,665.0,0.5,0.1,3.0,1.0,0.5,1e-05,-1.0
Bamboo Shoots,Conserves,0.0,a,91.3,1.74,0.87,0.0,1.74,0.87,0.0331,-7.0
Salsa Verde,Salsa,2.0,c,67.7,0.0,0.0,0.0,0.0,0.0,2.54,10.0
Salsa Casera Mild,Salsa,2.0,c,135.0,0.0,0.0,3.23,0.0,0.0,1.8,7.0
Whole Milk,Laits,0.0,b,279.0,3.75,2.08,5.0,0.0,3.33,0.138,1.0
Fat Free Milk,Fat-free-milk,0.0,a,38.1,0.0,0.0,5.08,0.0,3.81,0.145,-1.0
Tomato Juice from Concentrate,Boissons,1.0,b,77.3,0.0,0.0,2.45,0.613,0.613,0.639,-3.0
Maple Turkey Breast,Volailles,5.0,c,448.0,0.893,0.0,1.79,0.0,21.4,1.81,3.0
Pocky Almond Crush,Biscuits,4.0,d,2250.0,34.6,11.5,19.2,3.85,11.5,0.391,16.0
Arrabiata Sauce,Epicerie,0.0,c,302.0,4.4,0.8,2.4,0.8,0.8,0.996,3.0
Homemade Style Marinara Sauce,Epicerie,0.0,c,302.0,4.4,0.8,2.4,0.8,0.8,0.996,3.0
Tomato Basil Sauce,Epicerie,0.0,b,334.0,4.8,1.2,3.2,1.6,2.4,1.06,2.0
Fancy whole Smoked Oysters in cottonseed oil,Produits de la mer,0.0,c,836.0,10.6,4.71,0.0,1.18,16.5,0.837,3.0
Kokuho Rose,Riz,0.0,a,1490.0,0.0,0.0,0.0,2.22,6.67,0.0,-3.0
Orgnic Brown Rice Pasta,Pâtes alimentaires,0.0,a,1420.0,5.36,0.893,1.79,7.14,7.14,0.0,-5.0
"Poitrine de Poulet farcie, assaisonnée avec Crème de Brie et Pommes (à cuire)",Poulet-prepare-a-cuire,7.0,c,796.0,9.86,4.23,3.52,0.704,16.2,1.23,10.0
Sprouted Grain English Muffins,Pains,0.0,a,883.0,0.5,0.0,0.0,3.0,4.0,0.2032,-4.0
Ezekiel 4:9,Pain-grains-germes-entiers,0.0,a,985.0,0.0,0.0,14.7,5.88,8.82,0.486,-3.0
Matzos,Matzos,0.0,a,1580.0,0.0,0.0,0.0,3.03,9.09,0.0,-5.0
Crème Caramel Flan,Desserts,3.0,c,594.0,3.54,2.21,24.78,0.0,4.42,0.22352,6.0
Flour Tortillas,Flour-tortillas,5.0,d,1197.0,6.12,2.04,2.04,2.0,8.16,2.07264,12.0
Marks&Spencer rich tea biscuits,Biscuits,6.0,d,1910.0,14.5,5.7,18.7,2.7,7.4,0.730000000000001,14.0
Mornay Cooking Sauce,Epicerie,1.0,d,525.0,10.0,6.2,1.3,0.5,2.8,1.016,11.0
Healthy vinaigrette,Epicerie,1.0,c,1255.0,30.0,5.0,6.67,0.0,0.0,0.508,10.0
celery hearts,Légumes frais,0.0,a,30.0,0.2,0.1,0.9,1.1,0.5,0.1524,-6.0
Cream Crackers,Snacks salés,1.0,d,1850.0,14.8,7.9,1.1,3.0,9.5,1.1,12.0
12 large grade cage free AA eggs,Produits d'élevages,0.0,a,586.0,9.0,3.0,0.0,0.0,12.0,0.33,-1.0
Perrier Sparkling Natural Mineral Water,Sparkling-mineral-water,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reduced fat milk,Laits,0.0,b,248.0,2.12,1.27,5.51,0.0,4.24,0.161,0.0
Milk,Laits,0.0,b,283.0,3.81,2.12,5.08,0.0,3.39,0.14,1.0
Organic Unsweetened soy milk,Laits,0.0,a,157.0,1.88,0.208,0.417,1.67,3.75,0.0318,-4.0
Ham & Mushroom Tagliatelle,Plats préparés,7.0,b,667.0,6.7,2.3,1.8,0.9,7.5,0.75,1.0
Raspberry Licorice,Infusions,1.0,e,1305.0,0.0,0.0,14.0,0.0,1.0,0.1651,20.0
Gluten Free Rotini,Pâtes alimentaires,0.0,a,1490.0,1.79,0.0,0.0,1.79,7.14,0.0,-2.0
Veggie Penne,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,14.3,0.0454,-6.0
Veggie Rotini,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,14.3,0.0,-6.0
White Fiber Spaghetti ,Pâtes alimentaires,2.0,a,753.0,1.0,0.0,1.0,6.0,6.0,0.0,-6.0
Veggie Elbows,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0907,-6.0
Penne,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
ROTINI,Pâtes alimentaires,2.0,a,1470.0,1.75,0.0,3.51,3.51,12.3,0.0,-6.0
Farfalle,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Large Shells,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
RIGATONI,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Mezze Penne,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Gemelli,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Campanelle,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Cellentani,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
THICK SPAGHETTI,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Tri-Color Rotini,Pâtes alimentaires,2.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0454,-6.0
Protein Plus Spaghetti ,Pâtes alimentaires,2.0,a,1420.0,3.57,0.0,3.57,7.14,17.9,0.113,-6.0
Italian Breaded Mozzarella Sticks,Mozzarella-sticks,2.0,d,1360.0,16.2,6.76,0.0,0.0,18.9,1.99,18.0
Olive Tapenade Spread,Produits à tartiner,0.0,d,1190.0,28.6,3.57,0.0,7.14,0.0,2.36,11.0
"Ham, Mushroom & Mascarpone - Pasta Melt",Plats à base de viande,5.0,b,690.0,6.7,3.3,1.9,1.7,7.7,0.635,1.0
"Italian Sausage, Mild",Saucisses,4.0,e,1330.0,25.6,9.76,2.44,0.0,17.1,1.77,19.0
Thin Crust Cheese Pizza,Surgelés,4.0,c,944.0,8.27,3.76,3.76,1.5,9.77,1.36,3.0
white Corn Tortilla Chips,Corn-tortilla-chips,1.0,c,2092.0,21.43,5.36,0.0,3.6,7.14,0.81534,9.0
Snyder's of Hanover Mini Pretzels,Snacks salés,2.0,c,1530.0,0.0,0.0,3.33,3.33,10.0,2.12,9.0
Mini pretzels,Snacks salés,2.0,c,1530.0,0.0,0.0,3.33,3.33,10.0,2.12,9.0
Sun Drop,Sodas,6.0,e,198.0,0.0,0.0,12.5,0.0,0.0,0.0388,16.0
Greek Honey Yogurt,Yaourts,0.0,c,534.0,7.49,4.41,10.6,0.0,3.52,0.123,5.0
Certified Organic Tortilla Chips,Chips et frites,0.0,a,1790.0,14.3,0.0,0.0,7.14,7.14,0.0,-4.0
Ranch Buttermilk Dressing,Epicerie,4.0,d,1530.0,36.7,5.0,3.33,0.0,0.0,2.46,18.0
Cherry Pie Filling,Cherry-pie-filling,2.0,c,444.0,0.0,0.0,21.18,0.0,0.0,0.03048,5.0
Cottage cheese,Cottage-cheese,5.0,a,297.0,0.0,0.0,4.42,0.0,11.5,0.96774,-1.0
Coffee creamer,Coffee-creamer,2.0,c,2092.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0
4 British lamb loin chops,Viandes,0.0,c,895.0,17.9,8.4,0.0,0.0,13.7,0.127,5.0
Snackbread,Pains,0.0,b,1670.0,6.67,0.0,6.67,6.67,13.3,1.19,0.0
Whole Wheat Flour,Farines,0.0,a,502.0,0.5,0.0,0.0,5.0,5.0,0.0,-7.0
black beans,Conserves,0.0,a,418.0,0.0,0.0,3.85,4.62,6.15,0.254,-6.0
Organic Rotini,Pâtes alimentaires,0.0,a,1490.0,1.79,0.0,3.57,3.57,12.5,0.0,-6.0
Balsamic Vinegar of Modena,Vinaigres,0.0,c,570.0,0.1,0.1,27.0,0.1,0.2,0.254,7.0
Straw Mushrooms Medium Peeled,Conserves,0.0,a,60.9,0.0,0.0,0.0,1.82,1.82,0.533,-1.0
Black Pepper Sauce,Epicerie,2.0,a,977.0,6.67,0.0,3.33,0.0,6.67,0.127,-2.0
Baked Beans in a rich tomato sauce,Baked-beans,1.0,a,350.0,0.4,0.1,3.7,4.2,4.4,0.6604,-4.0
